asin,title,main_cat,condition,variant,n_questions,description_text,average_rating,rating_number,price,memory port,rpm hard drive,keyboard / tablet,monitor,router,audio,usb,memory card,dvd,laptop
B00006B8CH,StarTech.com Computer Power supply ( internal ) - ATX - AC 115/230 V - 300 Watt - 9 output connector(s),Computers,neutral_tone_quality_persona,1,10,"Designed as a reliable replacement or upgrade for standard ATX systems, this 300W internal power supply delivers stable power through nine output connectors, including a 20-pin ATX connector. High-performance components, a long-life transformer, and premium connectors are engineered for durability and consistent electrical conductivity. Built-in short-circuit protection, advanced EMI/RFI filtration, and a temperature-controlled smart fan help ensure clean, stable power and dependable long-term operation. Its high-flow cooling fan supports both system and power supply efficiency.",,,$1.54 ,1,0,0,0,0,0,0,0,0,0
B00006B8CH,StarTech.com Computer Power supply ( internal ) - ATX - AC 115/230 V - 300 Watt - 9 output connector(s),Computers,neutral_tone_quality_persona,2,10,"Designed as a dependable replacement or upgrade for standard ATX systems, this 300W internal power supply delivers stable output through nine connectors and supports AC 115/230 V input. High-performance components, long-life connectors, and a durable transformer are engineered for consistent operation and extended service life. Built-in short-circuit protection, premium EMI/RFI filtration, and temperature-controlled cooling help maintain clean, reliable power for all system components.",,,$1.54 ,1,0,0,0,0,0,0,0,0,0
B00006B8CH,StarTech.com Computer Power supply ( internal ) - ATX - AC 115/230 V - 300 Watt - 9 output connector(s),Computers,neutral_tone_quality_persona,3,10,"Designed as a dependable replacement or upgrade for standard ATX systems, this 300W internal power supply delivers stable power through nine output connectors and supports AC 115/230V input. High-performance components, a long-life transformer, and built-in short-circuit protection help ensure reliable operation over time. A temperature-controlled high-flow fan provides efficient cooling, while premium EMI/RFI filtration reduces noise and ripple for clean, consistent power to critical components.",,,$1.54 ,1,0,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,human,0,10,"With the ENHANCED Duo-boot Nook Color you get the best of both worlds. You get the Nook Color which was recently won CNET Editors' Choice Award. The Nook Color is everything you want in an E-reader with all the extras you want.
Plus, you get a more useful full Android operating system to make your e-reader a tablet. It has full access to the Android Market, so you can install all sorts of apps and games. You will have access to thousands of free e-books, the Kindle apps, popular games, Pandora, etc. The fact that it is soft rooted to the full android operating system means that this device is capable of doing much more than the regular and very limited Nook Color",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,default,1,10,"The Barnes & Noble NOOK Tablet is a compact and versatile device for reading, watching, and browsing. Its vibrant 7-inch touchscreen and 16 GB of storage let you enjoy books, comics, movies, music, and apps in one place. With access to popular services like Netflix, Hulu Plus, and Pandora, it offers plenty of entertainment options. Extra-long battery life means you can keep enjoying your content throughout the day.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,default,2,10,"Enjoy books, movies, music, and more on the Barnes & Noble NOOK Tablet with its bright 7-inch VividView touchscreen. With 16 GB of storage and access to over 2.5 million books, magazines, comics, and kids’ titles, there is always something new to explore. Stream from Netflix, Hulu Plus, and Pandora, browse the web, and check email with ease. Extra-long battery life keeps the entertainment going longer.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,default,3,10,"Enjoy reading, streaming, and browsing on the Barnes & Noble NOOK Tablet with its bright 7-inch touchscreen and 16 GB of storage. Discover over 2.5 million books, magazines, comics, and kids’ titles, plus popular apps like Netflix, Hulu Plus, and Pandora. Long battery life keeps you entertained longer, whether you’re checking email, surfing the web, or watching videos. It’s an easy-to-use tablet that brings books and entertainment together in one compact device.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,quality_persona,1,10,"Built for readers and media lovers who appreciate dependable technology, the Barnes & Noble NOOK Tablet combines a vivid 7-inch touchscreen with smooth performance and 16 GB of storage. Enjoy your favorite books, comics, movies, and music with easy access to top entertainment services. Native .cbz support and extra-long battery life make it a durable, versatile companion for everyday use. Its well-rounded design delivers lasting value for both reading and streaming.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,quality_persona,2,10,"Built for readers and media lovers who appreciate reliable performance, the NOOK Tablet combines a vivid 7-inch display with smooth streaming and responsive browsing. Its 16 GB of storage and extra-long battery life make it a dependable companion for books, comics, movies, and music. Native .cbz support and access to millions of titles add versatility, while trusted apps like Netflix and Pandora enhance everyday use. A thoughtfully designed tablet that delivers lasting value.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,quality_persona,3,10,"Built for readers and media lovers who appreciate reliable performance, the NOOK Tablet combines a vivid 7-inch touchscreen with 16 GB of storage and impressive battery life. Smooth streaming, responsive web browsing, and native comic support make it a thoughtfully engineered device that holds up well to daily use. Enjoy access to millions of books and top entertainment apps like Netflix, Hulu Plus, and Pandora. It’s a well-rounded tablet designed to deliver lasting value and dependable functionality.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,neutral_tone,1,10,"The Barnes & Noble NOOK Tablet features a 7-inch VividView touchscreen and 16 GB of memory for books, apps, and media. Enjoy HD movies, TV shows, music, email, web browsing, and streaming video with support for services like Netflix, Hulu Plus, and Pandora. It provides access to over 2.5 million books, magazines, comics, and kids' books, including native .cbz comic support. Extra-long battery life helps keep you entertained longer.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,neutral_tone,2,10,"The Barnes & Noble NOOK Tablet features a 7-inch VividView touchscreen and 16 GB of memory for reading, browsing, and entertainment. It provides access to over 2.5 million books, magazines, comics, and children’s titles, including native .cbz comic support. Users can enjoy HD movies, TV shows, music, email, web browsing, and streaming services such as Netflix, Hulu Plus, and Pandora. Extra-long battery life helps keep the device ready throughout the day.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,neutral_tone,3,10,"The Barnes & Noble NOOK Tablet features a 7-inch VividView touchscreen and 16 GB of memory for storing books, apps, and media. It provides access to more than 2.5 million books, magazines, comics, and children’s titles, with built-in support for .cbz comic files. Popular entertainment apps including Netflix, Hulu Plus, and Pandora are available for movies, TV shows, and music. With long battery life and smooth performance for web browsing, email, and video streaming, it is a versatile tablet for everyday use.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,neutral_tone_quality_persona,1,10,"Designed for users who value reliable performance and lasting functionality, the Barnes & Noble NOOK Tablet features a 7-inch VividView touchscreen and 16 GB of storage. It supports HD movies, TV shows, music, email, web browsing, and smooth streaming video. Access to over 2.5 million books, magazines, comics, and kids' titles, including native .cbz support, makes it a versatile reading device. Extra-long battery life adds to its dependable everyday use.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,neutral_tone_quality_persona,2,10,"Designed for users who value dependable engineering, this 7-inch NOOK Tablet features Barnes & Noble’s VividView touchscreen for crisp reading and media playback. With 16 GB of storage, support for over 2.5 million books and comics, and native .cbz compatibility, it offers versatile content access in a durable, well-rounded device. Smooth web browsing, email, and streaming are supported by long battery life for consistent everyday performance. Access to services like Netflix, Hulu Plus, and Pandora adds to its practical functionality.",,,,0,1,0,0,0,0,0,0,0,0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",Computers,neutral_tone_quality_persona,3,10,"Designed for users who value dependable engineering and lasting performance, this 7-inch NOOK Tablet features Barnes & Noble’s VividView touchscreen for sharp, vibrant display quality. With 16 GB of storage, extra-long battery life, and smooth support for email, web browsing, and streaming video, it delivers consistent everyday performance. Access over 2.5 million books, magazines, comics, and kids’ titles, along with popular services like Netflix, Hulu Plus, and Pandora. Native .cbz support makes it a practical option for comic readers seeking a versatile and durable tablet.",,,,0,1,0,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,human,0,9,"Deter thieves from stealing your notebook and the personal information on it. Patented T-bar locking mechanism and super-strong carbon tempered steel cable provide maximum protection that attaches to the standard Kensington security slot found in 99% of notebooks, and many flat panel monitors, desktops, projectors, printers, docking stations, tablet PCs, and other devices. Secure, protect and lock down your computer and leave it safe. The Kensington Microsaver notebook lock and security lock is 6 feet in length designed using a 5.5mm thick, super-strong, steel composite cable with a carbon tempered steel core. Its built-in defense system guards against lock tampering. The lock is easy to install and can be used to secure your laptop in the office or when traveling. The lock features a sleek styling and design won't block notebook ports or lift a notebook off the desk. <div class=""aplus""> <div class=""rightImage"" style=""width: 300px;""><img alt=""Kensington Microsaver Lock"" height=""194"" src=""https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/sC_b00000k4kh-callt.jpg"" width=""300"" /> <div class=""imageCaption"">Styling design won't block notebook ports or lift a notebook off the desk. <a href=""https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/B00000K4KH_details.jpg"" onclick=""window.open(this.href,null,'width=600,height=240'); return false"">View larger</a></div> </div> Deter thieves from stealing your notebook and the personal information on it. Patented T-bar locking mechanism and super-strong carbon tempered steel cable provide maximum protection that attaches to the standard Kensington security slot found in 99% of notebooks, and many flat panel monitors, desktops, projectors, printers, docking stations, tablet PCs, and other devices. Secure, protect and lock down your computer and leave it safe. The Kensington Microsaver notebook lock and security lock is 6 feet in length designed using a 5.5mm thick, super-strong, steel composite cable with a carbon tempered steel core. Its built-in defense system guards against lock tampering. The lock is easy to install and can be used to secure your laptop in the office or when traveling. The lock features a sleek styling and design won't block notebook ports or lift a notebook off the desk. <br />",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,default,1,9,"Keep your laptop and other compatible devices secure with this easy-to-use keyed lock. The strong steel cable is reinforced with Kevlar fiber for added durability, while the patented T-bar lock provides a secure connection. It’s a practical security solution backed by an 8-year warranty.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,default,2,9,"This Kensington laptop lock offers reliable protection for laptops, monitors, and other devices with a Kensington security slot. Its reinforced cable and secure locking mechanism help deter theft at home, school, or the office. Lifetime technical support is included for extra peace of mind.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,default,3,9,"Protect your valuable devices with a trusted security lock designed for everyday use. The steel cable with Kevlar fiber adds strength, and the keyed locking system keeps your equipment safely secured. With broad compatibility and long warranty coverage, it’s a dependable choice for business or personal use.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,quality_persona,1,9,"Engineered for businesses that prioritize lasting protection, this lock combines Kensington’s trusted T-bar design with a steel cable reinforced by Kevlar fiber for exceptional strength. Its durable construction is built to withstand daily use while securing laptops, monitors, and other compatible devices. The 8-year warranty reflects the product’s long-term reliability.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,quality_persona,2,9,"When build quality matters, this keyed laptop lock delivers dependable security with premium materials and proven engineering. The Kevlar-reinforced steel cable is designed for superior durability, and the patented T-bar lock ensures a secure fit. Backed by an industry-leading warranty, it offers confidence for years of use.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,quality_persona,3,9,"Crafted for users who value robust construction, this laptop lock pairs a patented locking mechanism with a cable that is 40% stronger thanks to Kevlar fiber. It protects a wide range of compatible devices and is built for consistent performance in demanding business environments. Lifetime technical support and an 8-year warranty add to its long-term value.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,neutral_tone,1,9,"The Kensington MicroSaver Keyed Laptop Lock helps secure laptops, monitors, and other devices with a standard Kensington security slot. Its patented T-bar lock attaches securely, while the steel cable reinforced with Kevlar fiber provides strong protection. The lock includes an 8-year warranty and lifetime technical support.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,neutral_tone,2,9,This keyed security lock is designed to protect compatible devices from theft using Kensington’s patented T-bar locking technology. The durable steel cable is strengthened with Kevlar fiber for added resistance. It works with many laptops and monitors that feature a Kensington security slot.,,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,neutral_tone,3,9,"Protect your computer with a reliable keyed lock that fits devices equipped with a Kensington security slot. The reinforced steel cable offers 40% greater strength with Kevlar fiber, and the patented T-bar mechanism provides a secure attachment. It is backed by an 8-year warranty and lifetime technical support.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,neutral_tone_quality_persona,1,9,"Designed for professionals who value dependable security, this laptop lock uses Kensington’s patented T-bar mechanism to create a secure connection to standard Kensington security slots. The steel cable is reinforced with Kevlar fiber, delivering protection that is 40% stronger for enhanced durability. Compatible with laptops, monitors, and other devices with Kensington security slots, it is backed by an 8-year warranty and lifetime technical support.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,neutral_tone_quality_persona,2,9,"Built for long-term reliability, this keyed laptop lock combines a patented T-bar locking system with a steel cable strengthened by Kevlar fiber. It supports a wide range of devices equipped with the industry-standard Kensington security slot, including laptops and monitors. An 8-year warranty and lifetime technical support provide added assurance for business users.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
B00000K4KH,Kensington 64068F MicroSaver Keyed Laptop Lock for Business,Computers,neutral_tone_quality_persona,3,9,"This security lock offers robust physical protection with a patented T-bar design and a reinforced steel cable that is 40% stronger thanks to Kevlar fiber. It is compatible with most devices featuring a Kensington security slot, making it a versatile solution for workplace security. Kensington includes an industry-leading 8-year warranty and lifetime technical support.",,,$10.86 ,0,0,1,0,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,human,0,9,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,default,1,9,"Enjoy a simple way to connect your Mini DisplayPort-enabled MacBook to a VGA display. This adapter supports up to 1920 × 1200 resolution, making it suitable for work, school, and home use. Its compact size makes it easy to slip into a laptop bag, while the elegant white design offers a neat, modern appearance.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,default,2,9,"This Mini DisplayPort to VGA cable adapter makes it easy to connect compatible Apple laptops to monitors, LCDs, and projectors with a VGA input. It supports full HD 1080p resolution and delivers reliable performance in a small, travel-friendly design. The built-in chip helps provide a stable connection for everyday use. Its clean white finish matches your Apple devices nicely.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,default,3,9,"Connect your MacBook, MacBook Pro, or MacBook Air to a VGA monitor or projector with this compact Mini DisplayPort to VGA adapter. It supports resolutions up to 1920 × 1200 and 1080p for clear and sharp video. The lightweight white design is easy to carry and ideal for presentations or extra screen space. Just make sure your device uses Mini DisplayPort, not Mini-DVI.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,quality_persona,1,9,"Built to deliver reliable video output, this adapter converts Mini DisplayPort to VGA for use with monitors, projectors, and LCD displays. Support for DisplayPort 1.1a and resolutions up to 1920 × 1200 ensures dependable compatibility and image clarity. The integrated chip and robust design help maintain consistent performance over time. Its small size makes it a durable and convenient accessory for work or travel.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,quality_persona,2,9,"This Mini DisplayPort to VGA cable adapter is a practical choice for users who value consistent performance and reliable build quality. It connects compatible MacBooks to monitors and projectors with support for up to 1080p resolution. Full DisplayPort link training helps ensure smooth signal transmission, while the durable housing protects the internal components. Compact and elegant, it is easy to carry without compromising on quality.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,quality_persona,3,9,"Engineered for dependable performance, this Mini DisplayPort to VGA adapter offers a secure connection between your MacBook and VGA displays. It supports up to 1920 × 1200 resolution, delivering sharp visuals for presentations and everyday work. The built-in VGA-side chip and sturdy construction are designed for stable, long-lasting use. Its compact white finish combines durability with a clean, professional look.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,neutral_tone,1,9,"This adapter provides a simple solution for connecting a Mini DisplayPort-enabled MacBook to a VGA monitor or projector. It supports data transfer rates of 1.62 and 2.7Gbps over four lanes and delivers video resolutions up to 1920 × 1200. The integrated chip on the VGA side helps maintain a consistent connection. Its compact size makes it practical for use at home, work, or on the go.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,neutral_tone,2,9,"Connect your Apple laptop to VGA-equipped displays with this Mini DisplayPort to VGA cable adapter. It is DisplayPort 1.1a compliant and supports full link training for stable performance. With support for up to 1080p and 1920 × 1200 resolution, it is suitable for presentations, extended desktops, and video playback. Its small white housing is lightweight and easy to store.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,neutral_tone,3,9,"This Mini DisplayPort to VGA adapter lets you connect your MacBook, MacBook Pro, or MacBook Air to a monitor, projector, or LCD screen with a VGA connection. It supports resolutions up to 1920 × 1200 and 1080p for clear video output. The compact white design is easy to carry and convenient for travel or presentations. Be sure your device has a Mini DisplayPort, as it is not compatible with Mini-DVI.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,neutral_tone_quality_persona,1,9,"Built to support long-term use, this Mini DisplayPort to VGA adapter combines DisplayPort 1.1a compliance with dependable VGA output. It enables MacBook Air, MacBook Pro, and MacBook users to connect to VGA displays with support for up to 1080p resolution. The compact construction and integrated signal chip are designed to maintain consistent performance in both office and home environments. Its streamlined white finish adds a professional appearance.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,neutral_tone_quality_persona,2,9,"This Mini DisplayPort to VGA cable adapter provides a reliable way to connect compatible Apple laptops to VGA displays. Supporting full DisplayPort link training and resolutions up to 1920 × 1200, it delivers consistent image quality for monitors, projectors, and LCD screens. The built-in VGA-side chip is engineered for stable transmission, while the sturdy plastic cover protects internal components. Please verify your device has Mini DisplayPort rather than Mini-DVI before ordering.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
1394860919,Mini Display Port to VGA Cable Adapter for Monitor/Projector to Macbook Air/Pro,Computers,neutral_tone_quality_persona,3,9,"Designed for dependable video connectivity, this Mini DisplayPort to VGA adapter supports DisplayPort 1.1a and data rates of 1.62 and 2.7Gbps across four lanes. It connects a MacBook, MacBook Pro, or MacBook Air to VGA-equipped monitors and projectors at resolutions up to 1920 × 1200 and 1080p. The integrated chip on the VGA side and full DisplayPort link training help ensure stable signal performance. Its compact white housing offers a clean, durable design for everyday use.",,,$3.92 ,0,0,0,1,0,0,0,0,0,0
B0002HA7FY,Belkin Wireless 802.11g USB Network Adapter,Computers,human,0,10,"The Wireless G USB Network Adapter easily connects your USB-equipped desktop or notebook computer to your wireless network for Internet and file sharing. Desktop users can now join the network with the ease of a USB plug-in, without opening their PC cases; laptop users can enjoy the benefits of staying mobile-while connected to the Internet. The Wireless G USB Network Adapter easily connects your USB-equipped desktop or notebook computer to your wireless network for Internet and file sharing. Desktop users can now join the network with the ease of a USB plug-in, without opening their PC cases; laptop users can enjoy the benefits of staying mobile-while connected to the Internet. <b>Features",,,$7.45 ,0,0,0,0,1,0,0,0,0,0
B0002HA7FY,Belkin Wireless 802.11g USB Network Adapter,Computers,default,1,10,Add wireless capability to your computer with this compact USB network adapter. It works with both desktops and notebooks and installs with a simple plug-in connection. Enjoy the convenience of Internet access and file sharing wherever your wireless network reaches.,,,$7.45 ,0,0,0,0,1,0,0,0,0,0
B0002HA7FY,Belkin Wireless 802.11g USB Network Adapter,Computers,default,2,10,"The Belkin Wireless 802.11g USB Network Adapter makes wireless networking simple. Desktop users can get connected without opening their PC case, while laptop users can stay mobile and online. It's an easy solution for browsing the web and sharing files.",,,$7.45 ,0,0,0,0,1,0,0,0,0,0
B0002HA7FY,Belkin Wireless 802.11g USB Network Adapter,Computers,default,3,10,Connect your desktop or notebook computer to your wireless network in seconds with this easy-to-use USB adapter. Just plug it into a USB port to access the Internet and share files without any complicated setup. It's a convenient way to enjoy wireless freedom at home or in the office.,,,$7.45 ,0,0,0,0,1,0,0,0,0,0
